http://www.google.com	1
http://www.google.com/advanced_search	2
http://www.google.com/imghp	3
http://www.google.com/intl/en/about.html	4
http://www.google.com/intl/en/ads/	5
http://www.google.com/intl/en/options/	6
http://www.google.com/intl/en/services/	7
http://www.google.com/language_tools	8
http://www.google.com/maps	9
http://www.google.com/preferences	10
http://www.google.com/url	11
https://www.google.com/accounts/Login	12
http://www.google.com/Easter/credit.html	13
http://www.google.com/about.html	14
http://www.google.com/holidaylogos.html	15
http://www.google.com/Easter/feature_easter.html	16
http://www.google.com/a	17
http://www.google.com/a/help/intl/en/admins/overview.html	18
http://www.google.com/a/help/intl/en/admins/program_policies.html	19
http://www.google.com/a/help/intl/en/admins/terms.html	20
http://www.google.com/a/interest	21
http://www.google.com/a/interestPremium	22
http://www.google.com/edu/	23
http://www.google.com/support/a	24
https://www.google.com/hosted/interest	25
http://www.google.com/a/edu/	26
http://www.google.com/a/help/intl/en/edu/benefits.html	27
http://www.google.com/a/help/intl/en/edu/details.html	28
http://www.google.com/a/help/intl/en/edu/features.html	29
http://www.google.com/a/help/intl/en/edu/seminars.html	30
http://www.google.com/a/help/intl/en/admins/testimonials.html	31
http://www.google.com/a/help/intl/en/admins/tour.html	32
http://www.google.com/a/help/intl/en/users/privacy.html	33
http://www.google.com/search	34
http://www.google.com/a/help/intl/en/users/privacy_notice.html	35
http://www.google.com/a/help/intl/en/users/terms.html	36
http://www.google.com/apis/homepage/	37
http://www.google.com/apis/homepage/terms.html	38
http://www.google.com/mail/help/terms_of_use.html	39
http://www.google.com/permissions/trademarks.html	40
http://www.google.com/privacy.html	41
http://www.google.com/terms_of_service.html	42
https://www.google.com/adsense/localized-terms	43
http://www.google.com/a/help/intl/en/edu/administration.html	44
http://www.google.com/a/help/intl/en/edu/calendar.html	45
http://www.google.com/a/help/intl/en/edu/gmail.html	46
http://www.google.com/a/help/intl/en/edu/talk.html	47
https://www.google.com/support/a	48
http://www.google.com/a/help/intl/en/admin/terms.html	49
http://www.google.com/googlecalendar/event_publisher_guide.html	50
http://www.google.com/a/help/intl/en/edu/tour.html	51
http://www.google.com/a/help/intl/en/users/program_policies.html	52
http://www.google.com/googlecalendar/privacy_policy.html	53
http://www.google.com/help/privacy_fusionph.html	54
http://www.google.com/intl/en/privacypolicy.html	55
http://www.google.com/talk/privacy.html	56
http://www.google.com/apis/homepage/faq.html	57
http://www.google.com/googlecalendar/program_policies.html	58
http://www.google.com/dmca.html	59
http://www.google.com/help/customize.html	60
http://www.google.com/permissions/guidelines.html	61
http://www.google.com/tm_complaint.html	62
http://www.google.com/accounts/	63
https://www.google.com/accounts/NewAccount	64
