33319628	16066408
1619871	16066408
33319628	16066408
1619871	16066408
33319628	16066408
1619871	16066408
15964105	13867485
14617352	13867485
41027178	13867485
41027178	13867485
13237946	13867485
14617352	13867485
41027178	13867485
13237946	13867485
14617352	13867485
15964105	13867485
41027178	13867485
36871363	32828822
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
42206882	24035849
42206882	24035849
42206842	24035849
42206882	24035849
42318764	24035849
42206882	24035849
42318764	24035849
42318764	24035849
42206842	24035849
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
15964788	39705431
15967902	39705431
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
8808121	1133041
10022180	1133041
10022180	1133041
10022180	1133041
15964105	18632226
15964105	18632226
15964105	18632226
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
15964105	20505162
11913991	20505162
26929738	35214605
26929738	35214605
14469568	35214605
29097269	35214605
15964105	29794869
11397516	29794869
5371722	29794869
15964105	29794869
11397516	29794869
5371722	29794869
15964105	29794869
11397516	29794869
5371722	29794869
15964105	29794869
11397516	29794869
5371722	29794869
15964105	29794869
11397516	29794869
5371722	29794869
15964105	29794869
11397516	29794869
5371722	29794869
15964105	29794869
11397516	29794869
5371722	29794869
15964105	25157868
23697356	25157868
1183830	25157868
23697356	25157868
1183830	25157868
23697356	25157868
1183830	25157868
23697356	25157868
1183830	25157868
23697356	25157868
1183830	25157868
23697356	25157868
1183830	25157868
41718572	22288030
16155721	22288030
41718572	22288030
16155721	22288030
41718572	22288030
16155721	22288030
15965227	22288030
41718572	22288030
